Data;IBOVESPA;IVVB11;DÓLAR;IFIX;OZ1D
24/06/2014;0,01%;-0,07%;1,01%;0,03%;-0,27%
23/06/2014;0,02%;-0,16%;0,76%;0,30%;1,31%
18/06/2014;-0,65%;-0,23%;-0,11%;0,15%;-0,27%
17/06/2014;0,15%;1,22%;0,04%;-0,03%;0,55%
16/06/2014;-1,58%;0,00%;0,40%;0,14%;0,77%
13/06/2014;0,13%;-0,55%;0,01%;0,26%;-0,44%
11/06/2014;-0,78%;-0,05%;0,33%;0,14%;-0,44%
10/06/2014;-1,02%;-0,18%;-0,49%;-0,12%;-0,65%
09/06/2014;1,66%;-0,59%;-0,55%;-0,03%;-0,54%
06/06/2014;-0,60%;-0,23%;-0,18%;0,08%;0,00%
05/06/2014;-0,32%;-0,18%;0,95%;-0,04%;0,00%
04/06/2014;-0,54%;0,23%;-0,01%;0,25%;0,16%
03/06/2014;0,91%;0,20%;0,09%;0,01%;-0,16%
02/06/2014;0,61%;0,96%;-0,23%;0,03%;1,09%
30/05/2014;2,15%;1,53%;-0,04%;-0,08%;-0,54%
29/05/2014;3,04%;-0,28%;0,47%;0,22%;0,44%
28/05/2014;-0,53%;0,09%;-0,07%;0,13%;-2,55%
27/05/2014;-0,38%;1,36%;-0,23%;0,11%;1,62%
26/05/2014;0,83%;-0,09%;0,23%;-0,11%;0,00%
23/05/2014;0,72%;0,54%;-0,59%;-0,09%;-0,54%
22/05/2014;-1,91%;0,78%;0,67%;0,34%;1,64%
21/05/2014;-0,76%;0,48%;0,36%;0,26%;-1,19%
20/05/2014;0,89%;-0,31%;0,13%;0,19%;-0,64%
19/05/2014;-1,43%;0,45%;0,23%;0,07%;-0,11%
16/05/2014;0,58%;-0,24%;-0,52%;-0,03%;1,08%
15/05/2014;-0,34%;-0,43%;0,17%;0,01%;0,27%
14/05/2014;1,15%;-0,47%;-0,74%;-0,15%;-0,38%
13/05/2014;-0,31%;-0,19%;0,10%;0,09%;-1,70%
12/05/2014;-1,85%;0,93%;-0,83%;-0,14%;-0,53%
09/05/2014;-1,15%;0,62%;-0,68%;0,00%;2,16%
08/05/2014;0,22%;-0,55%;0,21%;-0,20%;1,64%
07/05/2014;-1,02%;-0,02%;0,78%;0,13%;-1,08%
06/05/2014;0,94%;0,14%;-0,15%;0,27%;-1,08%
05/05/2014;-0,27%;-0,45%;0,19%;0,00%;0,22%
02/05/2014;1,79%;-0,45%;-0,01%;-0,03%;-0,22%
30/04/2014;-0,60%;0,81%;0,05%;0,01%;-2,11%
